District,Jurisdiction,Route,Route Name,VA Struc No.,Fed Struc Id,Crossing,Type,Year Built,Year Recnst (State),Year Recnst (Fed),Deck Cond,Super Cond,Sub Cond,Culvert Cond,Suffic Rating,NBI,Func Obslt,Struc Defic,Last Inspected,Weight Posting Status,Single Sign - Single Unit Vehicle - Posted Capacity (in tons),Dual Sign - Single Unit Vehicle - Posted Capacity (in tons),Dual Sign - Combination Unit Vehicle - Posted Capacity (in tons),Responsibility,Structure Length (FT),Structure Width (FT),Avg Daily Traffic,Road System,Health Index,Report Date
Lynchburg,Danville,00029,Route 29 SBL Bypas,1137,0013518,Dan River,Bridge,1986,0,-1,6,6,6,N,94.1,Y,,,3/19/2012,-,,,,VDOT,962.9,44,8911,Primary,99.57,2/5/2014
Lynchburg,Danville,00029,Route 29 SBL Bypas,1138,0013519,NS Railroad,Bridge,1986,0,-1,6,7,7,N,94.1,Y,,,3/14/2012,-,,,,VDOT,167,55.8,8911,Primary,94.71,2/5/2014
Lynchburg,Pittsylvania County,00360,Old Richmond Road,1039,0013521,Birch Creek,Culvert,1983,0,-1,N,N,N,7,96.9,Y,,,5/8/2012,-,,,,VDOT,39,57,510,Primary,100,2/5/2014
Lynchburg,Pittsylvania County,00601,HUBBARD ROAD,6498,0013523,Straightstone Creek,Bridge,1932,2008,-1,8,6,7,N,64.2,Y,FO,,2/20/2013,Posted,16,0,0,VDOT,41,20.3,51,Secondary,98.71,2/5/2014
Lynchburg,Pittsylvania County,00602,MOONS ROAD,6002,0013524,LTL STRAIGHTSTONE CREEK,Bridge,1932,0,-1,6,6,6,N,66.1,Y,FO,,6/11/2013,Posted,11,0,0,VDOT,36.1,20,50,Secondary,88.46,2/5/2014
Lynchburg,Pittsylvania County,00605,Walkers Well Road,6005,0013526,Roaring Fork Creek,Bridge,1932,0,2011,8,8,7,N,94.0,Y,,,6/10/2013,-,,,,VDOT,92.8,24,160,Secondary,99.93,2/5/2014
Lynchburg,Pittsylvania County,00605,TOSHES ROAD,6006,0013527,POTTER CREEK,Bridge,1932,1998,-1,7,8,7,N,96.0,Y,,,7/25/2012,-,,,,VDOT,28.9,22,39,Secondary,100,2/5/2014
Lynchburg,Pittsylvania County,00605,TOSHES ROAD,6007,0013528,Frying Pan Creek,Bridge,1932,0,-1,6,7,7,N,68.9,Y,,,5/29/2013,Posted,20,,,VDOT,60,21.3,230,Secondary,91.59,2/5/2014
Lynchburg,Pittsylvania County,00605,TOSHES ROAD,6300,0013530,TANKER CREEK,Bridge,1932,0,-1,7,8,8,N,82.0,N,,,10/29/2013,-,,,,VDOT,21,16.4,52,Secondary,100,2/5/2014
Lynchburg,Pittsylvania County,00608,Ridgeway Road,6286,0013533,Frying Pan Creek,Bridge,1956,0,2010,7,7,7,N,84.1,Y,,,11/21/2012,-,,,,VDOT,130.9,24,216,Secondary,92.33,2/5/2014
Lynchburg,Pittsylvania County,00612,Mitchell Road,6018,0013535,Bearskin Creek,Bridge,1932,0,-1,7,7,6,N,52.7,Y,FO,,5/30/2013,Posted,12,,,VDOT,41,18,261,Secondary,90.06,2/5/2014
Lynchburg,Pittsylvania County,00612,BANISTER ROAD,6019,0013536,Banister River,Bridge,1987,0,-1,7,8,7,N,91.3,Y,,,3/20/2012,-,,,,VDOT,171.9,27.9,364,Secondary,97.79,2/5/2014
Lynchburg,Pittsylvania County,00612,UNION HALL SCH. RD,6020,0013537,BR STRAWBERRY CREEK,Culvert,1981,0,-1,N,N,N,6,96.9,N,,,12/4/2013,-,,,,VDOT,8.9,40,183,Secondary,100,2/5/2014
Lynchburg,Pittsylvania County,00612,BANISTER ROAD,6303,0013539,BOLIN CREEK,Culvert,1979,0,-1,N,N,N,6,96.9,N,,,12/4/2013,-,,,,VDOT,11.2,64,364,Secondary,100,2/5/2014
Lynchburg,Pittsylvania County,00612,BANISTER ROAD,6543,0013540,STREAM,Culvert,1987,0,-1,N,N,N,6,99.9,N,,,12/4/2013,-,,,,VDOT,9.8,72,364,Secondary,98.15,2/5/2014
Lynchburg,Pittsylvania County,00614,Silas Dodd Lane,6022,0013541,Stream,Bridge,1932,2008,-1,7,8,8,N,89.0,Y,,,9/24/2012,-,,,,VDOT,30.8,23.6,108,Secondary,100,2/5/2014
Lynchburg,Pittsylvania County,00614,Sugar Barbour Road,6388,0013543,Stream,Culvert,1997,0,-1,N,N,N,6,96.9,N,,,1/8/2014,-,,,,VDOT,17.1,60,107,Secondary,100,2/5/2014
Lynchburg,Pittsylvania County,00616,MOSCO ROAD,6203,0013545,TANYARD CREEK,Culvert,1988,0,-1,N,N,N,6,98.9,Y,,,3/20/2012,-,,,,VDOT,43,60,180,Secondary,94.02,2/5/2014
Lynchburg,Pittsylvania County,00623,Deer Haven Drive,6439,0013550,Turkeycock Creek,Culvert,1959,0,-1,N,N,N,6,98.9,Y,,,8/12/2013,-,,,,VDOT,34.1,62,212,Secondary,93.76,2/5/2014
Lynchburg,Pittsylvania County,00626,Museville Road,6030,0013551,Pigg River,Bridge,1982,0,-1,7,7,7,N,91.8,Y,,,7/10/2013,-,,,,VDOT,377,29.2,166,Secondary,99.63,2/5/2014
Lynchburg,Pittsylvania County,00626,MUSEVILLE ROAD,6032,0013552,JONNIKIN CREEK,Culvert,1982,0,-1,N,N,N,7,99.9,N,,,1/15/2014,-,,,,VDOT,18,64,166,Secondary,79.67,2/5/2014
Lynchburg,Pittsylvania County,00626,MUSEVILLE ROAD,6538,0013553,Branch of Pigg River,Culvert,1982,0,-1,N,N,N,7,99.8,N,,,1/15/2014,-,,,,VDOT,7.9,140,166,Secondary,100,2/5/2014
Lynchburg,Pittsylvania County,00630,Watlington Road,6479,0013556,Straightstone Creek,Culvert,1991,0,-1,N,N,N,7,98.9,Y,,,8/26/2013,-,,,,VDOT,21,92,233,Secondary,99.09,2/5/2014
Lynchburg,Pittsylvania County,00638,ROARK MILL ROAD,6289,0013562,SYCAMORE CREEK,Bridge,1932,2003,2003,7,7,7,N,86.3,Y,,,10/22/2013,-,,,,VDOT,43,25.6,342,Secondary,99.96,2/5/2014
Lynchburg,Pittsylvania County,00640,RENAN ROAD,6045,0013565,LIL STRAIGHTSTONE CREEK,Culvert,1974,0,-1,N,N,N,6,98.7,N,,,1/21/2014,-,,,,VDOT,15.1,42,719,Secondary,100,2/5/2014
Lynchburg,Pittsylvania County,00640,Riceville Road,6047,0013566,Banister River,Bridge,1974,0,-1,6,6,6,N,97.9,Y,,,7/11/2013,-,,,,VDOT,301.8,32.2,547,Secondary,92.26,2/5/2014
Lynchburg,Pittsylvania County,00640,Riceville Road,6048,0013567,Bird Creek,Bridge,1952,0,2013,9,9,6,N,87.7,Y,,,7/19/2013,-,,,,VDOT,33,24.7,547,Secondary,99.64,2/5/2014
Lynchburg,Pittsylvania County,00640,SPRING GARDEN ROAD,6049,0013568,SWEEDEN FORK CREEK,Culvert,1984,0,-1,N,N,N,6,87.4,Y,,,3/14/2012,-,,,,VDOT,43,52,1906,Secondary,93.08,2/5/2014
Lynchburg,Pittsylvania County,00640,RENAN ROAD,6500,0013570,STRAIGHTSTONE CREEK,Culvert,1974,0,-1,N,N,N,7,99.7,N,,,1/21/2014,-,,,,VDOT,19,50,719,Secondary,100,2/5/2014
Lynchburg,Pittsylvania County,00642,Shula Road,6261,0013574,NS Railroad,Bridge,1973,0,-1,6,7,6,N,94.2,Y,,,8/6/2013,-,,,,VDOT,147,29.9,510,Secondary,89.2,2/5/2014
Lynchburg,Pittsylvania County,00642,SCOTT JACOBS MEMDR,6263,0013575,REED CREEK,Culvert,1981,0,-1,N,N,N,7,96.9,N,,,1/23/2014,-,,,,VDOT,11.2,70,232,Secondary,100,2/5/2014
Lynchburg,Pittsylvania County,00642,SHULA ROAD,6451,0013577,LITTLE SYCAMORE CREEK,Culvert,1962,0,-1,N,N,N,7,96.9,N,,,1/23/2014,-,,,,VDOT,19,38,477,Secondary,100,2/5/2014
Lynchburg,Pittsylvania County,00649,Sheva Road,6034,0013581,Stream,Bridge,1932,0,-1,6,6,6,N,62.3,Y,FO,,6/13/2013,Posted,14,0,0,VDOT,33.1,22,285,Secondary,90.34,2/5/2014
Lynchburg,Pittsylvania County,00649,SHEVA ROAD,6062,0013583,Tomahawk Creek,Culvert,1988,0,-1,N,N,N,7,99.9,Y,,,8/12/2013,-,,,,VDOT,51.8,80,164,Secondary,81.67,2/5/2014
Lynchburg,Pittsylvania County,00655,TOM FORK ROAD,6533,0013588,TOM FORK CREEK,Culvert,1974,0,-1,N,N,N,6,99.6,N,,,12/8/2011,-,,,,VDOT,13.1,44,860,Secondary,51.17,2/5/2014
Lynchburg,Pittsylvania County,00656,HACKBERRY ROAD,6251,0013589,KERNS MILL POND,Culvert,1979,0,-1,N,N,N,6,98.8,Y,,,3/28/2012,-,,,,VDOT,29.9,70,406,Secondary,66.67,2/5/2014
Lynchburg,Pittsylvania County,00662,ROUTE 0662,6323,0013593,BAR BRANCH,Culvert,1982,0,-1,N,N,N,7,97.0,Y,,,5/8/2012,-,,,,VDOT,23,66,61,Secondary,100,2/5/2014
Lynchburg,Pittsylvania County,00662,DODSON ROAD,6452,0013594,PINE BRANCH,Culvert,1961,0,-1,N,N,N,6,97.0,Y,,,3/14/2012,-,,,,VDOT,24.9,60,170,Secondary,96.49,2/5/2014
Lynchburg,Pittsylvania County,00665,Rockford School Rd,6262,0013595,NS Railroad,Bridge,1978,0,-1,6,7,7,N,85.4,Y,,,9/10/2013,-,,,,VDOT,167,29.9,1100,Secondary,99.17,2/5/2014
Lynchburg,Pittsylvania County,00667,HERMOSA ROAD,6071,0013597,ALLEN CREEK,Bridge,1932,0,-1,7,6,7,N,80.4,Y,,,7/19/2013,Posted,19,0,0,VDOT,41,21.3,94,Secondary,92.77,2/5/2014
Lynchburg,Pittsylvania County,00668,Cody Road,6072,0013598,Straightstone Creek,Culvert,1985,0,-1,N,N,N,7,99.5,Y,,,8/26/2013,-,,,,VDOT,53.1,84,1023,Secondary,94.52,2/5/2014
Lynchburg,Pittsylvania County,00668,Level Run Road,6073,0013599,Little Straightstone Ck.,Culvert,1985,0,-1,N,N,N,6,98.4,Y,,,8/26/2013,-,,,,VDOT,43,50,1023,Secondary,98.33,2/5/2014
Lynchburg,Pittsylvania County,00668,Cody Road,6326,0013603,Stream,Bridge,1932,0,-1,6,6,6,N,76.4,N,FO,,8/26/2013,-,,,,VDOT,21,24.6,909,Secondary,83.69,2/5/2014
Lynchburg,Pittsylvania County,00670,Deer View Road,6453,0013605,Stinking River,Culvert,1960,0,-1,N,N,N,6,99.8,N,,,2/25/2010,-,,,,VDOT,19,55,420,Secondary,96.03,2/5/2014
Lynchburg,Pittsylvania County,00670,Deer View Road,6467,0013606,"W.  Fork, Stinking River",Culvert,1960,0,-1,N,N,N,6,96.8,N,,,1/16/2014,-,,,,VDOT,19,56,420,Secondary,92,2/5/2014
Lynchburg,Pittsylvania County,00670,Deer View Road,6503,0013607,"N Fork, Stinking River",Culvert,1977,0,-1,N,N,N,6,96.7,N,,,1/16/2014,-,,,,VDOT,6.9,60,420,Secondary,83.07,2/5/2014
Lynchburg,Pittsylvania County,00682,McCORMICK ROAD,6331,0013613,SHOKOE CREEK,Culvert,1984,0,-1,N,N,N,6,96.9,Y,,,8/12/2013,-,,,,VDOT,28.9,72,119,Secondary,90.76,2/5/2014
Lynchburg,Pittsylvania County,00683,JOHNSON MILL ROAD,6091,0013615,STINKING RIVER,Bridge,1932,2004,-1,7,7,6,N,61.4,Y,,,7/24/2013,Posted,11,0,0,VDOT,29.9,16.1,59,Secondary,97.42,2/5/2014
Lynchburg,Pittsylvania County,00685,Chalk Level Road,6092,0013616,Little Cherrystone Creek,Culvert,1989,0,-1,N,N,N,7,99.6,Y,,,8/27/2013,-,,,,VDOT,21,88,823,Secondary,96.24,2/5/2014
Lynchburg,Pittsylvania County,00685,Route 685,6486,0013620,NBL & SBL Rte 29 BP,Bridge,1964,2011,2011,8,8,7,N,97.5,Y,,,9/6/2013,-,,,,VDOT,213.2,32.2,823,Secondary,98.71,2/5/2014
Lynchburg,Pittsylvania County,00686,McCormick Road,6099,0013625,Banister Ruver,Bridge,1976,0,-1,7,8,7,N,96.8,Y,,,5/10/2013,-,,,,VDOT,196.9,28.5,160,Secondary,99.47,2/5/2014
Lynchburg,Pittsylvania County,00694,Davis Road,6484,0013633,Rt 29 Bypass,Bridge,1964,2011,2011,8,8,7,N,94.0,Y,,,9/6/2013,-,,,,VDOT,152.1,31.7,870,Secondary,99.39,2/5/2014
Lynchburg,Pittsylvania County,00701,Slatesville Road,6111,0013640,Sandy Creek,Bridge,1947,0,2011,8,8,7,N,93.8,Y,,,5/10/2013,-,,,,VDOT,92.8,24,330,Secondary,100,2/5/2014
Lynchburg,Pittsylvania County,00703,Irish Road,6112,0013641,Banister River,Bridge,1979,0,-1,6,7,6,N,84.0,Y,FO,,5/15/2012,-,,,,VDOT,167,29.9,2229,Secondary,,2/5/2014
Lynchburg,Pittsylvania County,00703,FAIRVIEW ROAD,6115,0013642,CHERRYSTONE CREEK,Culvert,1985,0,-1,N,N,N,7,99.8,Y,,,3/14/2012,-,,,,VDOT,32.2,50,536,Secondary,97.79,2/5/2014
Lynchburg,Pittsylvania County,00703,IRISH ROAD,6488,0013644,BEARSKIN CREEK,Culvert,1984,0,-1,N,N,N,6,94.8,Y,,,7/19/2012,-,,,,VDOT,47.9,80,2229,Secondary,66.67,2/5/2014
Lynchburg,Pittsylvania County,00703,IRISH ROAD,6536,0013645,STREAM,Culvert,1981,0,-1,N,N,N,6,94.9,N,,,12/4/2013,-,,,,VDOT,8.9,39,2229,Secondary,66.67,2/5/2014
Lynchburg,Pittsylvania County,00707,MAC ROAD,6117,0013647,SWEDEN FORK CREEK,Culvert,1983,0,2012,N,N,N,8,97.0,Y,,,9/24/2012,-,,,,VDOT,35.9,90,60,Secondary,100,2/5/2014
Lynchburg,Pittsylvania County,00710,Reeves Mill Road,6119,0013649,Birch Creek,Bridge,1987,0,-1,7,7,7,N,84.3,Y,,,1/20/2012,-,,,,VDOT,137.1,27.9,300,Secondary,96.99,2/5/2014
Lynchburg,Pittsylvania County,00713,Rocksprings Road,6496,0013651,NS RWY (Abandoned),Bridge,1968,0,-1,7,7,7,N,92.6,Y,,,1/20/2012,-,,,,VDOT,125,29.9,377,Secondary,95.71,2/5/2014
Lynchburg,Pittsylvania County,00718,DRY FORK ROAD,6125,0013655,Dry Fork Creek,Culvert,1990,0,-1,N,N,N,7,96.4,Y,,,8/28/2012,-,,,,VDOT,27.9,64,1153,Secondary,98.45,2/5/2014
Lynchburg,Pittsylvania County,00718,SNAKEPATH ROAD,6346,0013656,STREAM,Bridge,1932,0,2011,8,8,7,N,84.3,N,,,7/22/2013,-,,,,VDOT,20.8,23.3,289,Secondary,100,2/5/2014
Lynchburg,Pittsylvania County,00718,SNAKEPATH ROAD,6513,0013658,STREAM,Culvert,1992,0,-1,N,N,N,7,98.9,N,,,1/8/2014,-,,,,VDOT,7.9,101,472,Secondary,100,2/5/2014
Lynchburg,Pittsylvania County,00719,Green Farm Road,6130,0013661,Br. Little Fall Creek,Culvert,1983,0,2011,N,N,N,8,99.4,N,,,6/28/2011,-,,,,VDOT,13,66.3,1521,Secondary,100,2/5/2014
Lynchburg,Pittsylvania County,00719,LAWLESS CREEK ROAD,6514,0013662,Lawless Creek,Bridge,1959,2007,-1,8,8,7,N,82.6,Y,,,6/5/2013,-,,,,VDOT,38.1,26.6,1014,Secondary,100,2/5/2014
Lynchburg,Pittsylvania County,00721,Livestock Road,6004,0013663,NS Railroad,Bridge,1968,0,-1,6,8,6,N,82.6,Y,,,1/19/2012,-,,,,VDOT,154.9,28.9,1293,Secondary,86.31,2/5/2014
Lynchburg,Pittsylvania County,00721,LIVESTOCK ROAD,6515,0013664,STREAM,Culvert,1968,0,-1,N,N,N,6,99.7,N,,,12/8/2011,-,,,,VDOT,9.8,80,1293,Secondary,98.33,2/5/2014
Lynchburg,Pittsylvania County,00727,Afton Road,6132,0013666,Fall Creek,Culvert,1978,2011,-1,N,N,N,8,96.8,Y,,,1/31/2013,-,,,,VDOT,40.5,59,466,Secondary,100,2/5/2014
Lynchburg,Pittsylvania County,00728,HILLSIDE ROAD,6351,0013667,SANDY CREEK,Culvert,1979,0,-1,N,N,N,6,96.9,Y,,,5/17/2012,-,,,,VDOT,22,61,239,Secondary,100,2/5/2014
Lynchburg,Pittsylvania County,00729,MOUNT TABOR ROAD,6133,0013668,Sandy Creek,Bridge,1984,0,-1,7,8,7,N,95.8,Y,,,3/20/2012,-,,,,VDOT,85,27.9,232,Secondary,95.21,2/5/2014
Lynchburg,Pittsylvania County,00729,KENTUCK ROAD,6450,0013670,Birch Creek,Bridge,1962,0,-1,7,7,6,N,80.0,Y,,,1/20/2012,-,,,,VDOT,115.2,32.2,951,Secondary,90.16,2/5/2014
Lynchburg,Pittsylvania County,00729,PICKAWAY ROAD,6472,0013671,STREAM,Culvert,1959,0,-1,N,N,N,7,97.0,Y,,,3/14/2012,-,,,,VDOT,23,34,132,Secondary,85.49,2/5/2014
Lynchburg,Pittsylvania County,00730,WILKERSON ROAD,6455,0013674,CANE CREEK,Culvert,1980,0,-1,N,N,N,6,96.4,Y,,,5/17/2012,-,,,,VDOT,24,64,922,Secondary,99.22,2/5/2014
Lynchburg,Danville,00737,Goodyear Blvd.,6542,0013677,Route 29 Bypass,Bridge,1984,0,-1,6,6,6,N,93.0,Y,,,3/19/2012,-,,,,VDOT,308.1,99.7,5468,Secondary,98.97,2/5/2014
Lynchburg,Pittsylvania County,00744,BRIDGECREST DRIVE,6149,0013681,LITTLE SANDY CREEK,Culvert,1981,0,2010,N,N,N,8,96.5,Y,,,5/17/2012,-,,,,VDOT,27.9,54,1346,Secondary,100,2/5/2014
Lynchburg,Pittsylvania County,00745,West Witt Road,6151,0013682,Stream,Culvert,1987,0,-1,N,N,N,7,99.8,Y,,,2/9/2012,-,,,,VDOT,30.8,41,317,Secondary,99.45,2/5/2014
Lynchburg,Pittsylvania County,00745,MOUNT VIEW ROAD,6363,0013684,STREAM,Culvert,1979,0,-1,N,N,N,7,96.6,N,,,12/5/2013,-,,,,VDOT,8.9,58,1374,Secondary,100,2/5/2014
Lynchburg,Pittsylvania County,00745,MOUNT VIEW ROAD,6471,0013685,STREAM,Culvert,1993,0,-1,N,N,N,6,96.9,N,,,12/5/2013,-,,,,VDOT,12.1,48,317,Secondary,95.45,2/5/2014
Lynchburg,Pittsylvania County,00750,OXFORD ROAD,6156,0013688,HARPEN CREEK,Culvert,1991,0,-1,N,N,N,8,99.0,Y,,,9/23/2013,-,,,,VDOT,24,61,64,Secondary,100,2/5/2014
Lynchburg,Pittsylvania County,00750,STRAWBERRY ROAD,6448,0013689,Banister River,Bridge,1961,0,-1,7,6,7,N,55.1,Y,FO,,5/3/2013,Posted,12,,,VDOT,30.8,22,514,Secondary,91.58,2/5/2014
Lynchburg,Pittsylvania County,00756,PAISLEY ROAD,6466,0013693,OLD WOMANS CREEK,Bridge,1932,0,-1,7,7,6,N,81.8,Y,,,7/10/2013,-,,,,VDOT,42,26.9,426,Secondary,98.13,2/5/2014
Lynchburg,Pittsylvania County,00760,Music Street,6161,0013694,Old Womans Creek,Culvert,1981,0,-1,N,N,N,6,96.9,Y,,,10/16/2013,-,,,,VDOT,22,57,189,Secondary,100,2/5/2014
Lynchburg,Pittsylvania County,00760,Music Street,6518,0013696,Stream,Culvert,1976,0,-1,N,N,N,7,96.9,N,,,1/15/2014,-,,,,VDOT,12.1,38,182,Secondary,100,2/5/2014
Lynchburg,Pittsylvania County,00760,Music Street,6534,0013697,Route 29 Bypass,Bridge,1974,0,-1,7,6,6,N,95.9,Y,,,1/5/2012,-,,,,VDOT,377,30.8,371,Secondary,97.5,2/5/2014
Lynchburg,Pittsylvania County,00761,STRAIGHTSTONE CK R,6165,0013700,STREAM,Bridge,1932,0,-1,7,6,7,N,63.1,Y,,,7/25/2013,-,,,,VDOT,37.1,24.3,378,Secondary,86,2/5/2014
Lynchburg,Pittsylvania County,00761,STRAIGHTSTONE ROAD,6905,0013701,S Channel Staunton River,Bridge,1955,0,-1,6,6,6,N,66.6,Y,,,6/18/2013,-,,,,VDOT,306.1,24,535,Secondary,89.9,2/5/2014
Lynchburg,Pittsylvania County,00786,SNOWBERRY ROAD,6474,0013709,HARPEN CREEK,Culvert,1993,0,-1,N,N,N,7,97.0,N,,,11/19/2013,-,,,,VDOT,13.1,48,35,Secondary,100,2/5/2014
Lynchburg,Pittsylvania County,00792,TUCKER ROAD,6384,0013710,W FORK STINKING RIVER,Culvert,1987,0,-1,N,N,N,6,99.8,Y,,,8/26/2013,-,,,,VDOT,26.9,69,393,Secondary,64,2/5/2014
Lynchburg,Pittsylvania County,00794,OLD MINE ROAD,6387,0013713,STREAM,Culvert,1976,0,-1,N,N,N,6,97.0,N,,,1/15/2014,-,,,,VDOT,16.1,38,319,Secondary,100,2/5/2014
Lynchburg,Pittsylvania County,00794,HOMESTEAD ROAD,6456,0013714,STREAM,Culvert,1995,0,-1,N,N,N,7,97.0,N,,,1/15/2014,-,,,,VDOT,12.1,49,104,Secondary,100,2/5/2014
Lynchburg,Pittsylvania County,00800,ANDERSON ROAD,6281,0013716,Bearskin Creek,Culvert,1981,0,-1,N,N,N,6,96.9,Y,,,8/12/2013,-,,,,VDOT,20,56,188,Secondary,66.67,2/5/2014
Lynchburg,Pittsylvania County,00800,BURTON LAKE ROAD,6282,0013717,TOMAHAWK CREEK,Culvert,1974,0,-1,N,N,N,6,99.9,Y,,,8/23/2012,-,,,,VDOT,23,72,122,Secondary,97.91,2/5/2014
Lynchburg,Pittsylvania County,00802,HODNETTS MILL ROAD,6178,0013719,CHERRYSTONE CREEK,Culvert,1973,0,-1,N,N,N,6,96.8,N,,,1/9/2014,-,,,,VDOT,7.9,48,398,Secondary,71,2/5/2014
Lynchburg,Pittsylvania County,00807,TRIANGLE SCHOOL RD,6457,0013722,STREAM,Culvert,1960,0,-1,N,N,N,7,99.9,N,,,1/9/2014,-,,,,VDOT,9.8,44,292,Secondary,99.22,2/5/2014
Lynchburg,Pittsylvania County,00807,TRIANGLE SCHOOL RD,6458,0013723,STREAM,Culvert,1960,0,-1,N,N,N,6,99.9,N,,,1/9/2014,-,,,,VDOT,12.1,33,292,Secondary,98,2/5/2014
Lynchburg,Pittsylvania County,00809,COLUMBUS ROAD,6181,0013725,Snow Creek,Bridge,1971,0,-1,6,7,7,N,91.9,Y,,,6/17/2013,-,,,,VDOT,167,29.9,120,Secondary,98.93,2/5/2014
Lynchburg,Pittsylvania County,00813,GLENVIEW DRIVE,6184,0013727,Banister River,Bridge,1984,0,-1,6,6,6,N,59.1,Y,FO,,5/3/2013,Posted,13,,,VDOT,29.9,21,110,Secondary,90.38,2/5/2014
Lynchburg,Pittsylvania County,00817,TURKEYCOCK MTN RD,6396,0013730,STREAM,Bridge,1932,0,-1,7,6,6,N,95.0,N,,,6/19/2013,-,,,,VDOT,19,22,52,Secondary,88.02,2/5/2014
Lynchburg,Pittsylvania County,00818,MAPLETON DRIVE,6490,0013733,SANDY RIVER,Culvert,1964,0,-1,N,N,N,6,98.9,Y,,,6/20/2012,-,,,,VDOT,27.9,46,399,Secondary,94.2,2/5/2014
Lynchburg,Pittsylvania County,00831,ELM ROAD,6475,0013738,BANISTER RIVER,Culvert,1993,1996,-1,N,N,N,6,96.9,Y,,,7/19/2012,-,,,,VDOT,28.9,50,178,Secondary,99.34,2/5/2014
Lynchburg,Pittsylvania County,00057,Halifax Road,6274,0013739,Shokoe Creek,Bridge,1932,0,-1,7,7,6,N,74.1,Y,FO,,6/13/2013,-,,,,VDOT,23,25.6,1139,Primary,95.45,2/5/2014
Lynchburg,Pittsylvania County,00057,HALIFAX ROAD,6459,0013742,STREAM,Culvert,1932,0,-1,N,N,N,6,88.8,N,,,3/31/2011,-,,,,VDOT,15.1,127,1332,Primary,98.02,2/5/2014
Lynchburg,Pittsylvania County,00057,Halifax Road,6485,0013743,NBL & SBL Rt 29-BP,Bridge,1964,1998,-1,7,7,7,N,88.3,Y,,,2/21/2013,-,,,,VDOT,185,33.5,1120,Primary,98.93,2/5/2014
Lynchburg,Pittsylvania County,00834,HOPEWELL ROAD,6524,0013748,STREAM,Bridge,1967,0,-1,6,6,6,N,75.5,N,FO,,5/13/2013,-,,,,VDOT,20,22,471,Secondary,85.79,2/5/2014
Lynchburg,Pittsylvania County,00841,WHISPERIN PINES RD,6408,0013752,S FK SUGARTREE CREEK,Culvert,1971,0,-1,N,N,N,6,99.8,N,,,11/13/2013,-,,,,VDOT,9.8,84,1022,Secondary,96.09,2/5/2014
Lynchburg,Pittsylvania County,00841,STILLMEADOW ROAD,6526,0013753,GARRETT BRANCH,Culvert,1973,0,-1,N,N,N,6,96.9,N,,,12/4/2013,-,,,,VDOT,9.8,49,143,Secondary,98.65,2/5/2014
Lynchburg,Pittsylvania County,00841,STILLMEADOW ROAD,6527,0013754,WATKINS BRANCH,Culvert,1972,0,-1,N,N,N,6,96.9,N,,,12/4/2013,-,,,,VDOT,6.9,48,143,Secondary,66.67,2/5/2014
Lynchburg,Pittsylvania County,00844,MOUNT CROSS ROAD,6200,0013755,STEWARTS CREEK,Culvert,1932,0,-1,N,N,N,6,98.5,Y,,,4/11/2012,-,,,,VDOT,34.1,64,1846,Secondary,97.77,2/5/2014
Lynchburg,Pittsylvania County,00844,Mount Cross Road,6268,0013756,Silver Creek,Culvert,1971,0,-1,N,N,N,6,92.0,N,FO,,12/5/2013,-,,,,VDOT,19,46,3434,Secondary,99.33,2/5/2014
Lynchburg,Pittsylvania County,00845,HINESVILLE ROAD,6202,0013757,SANDY RIVER,Bridge,1958,1980,-1,6,6,7,N,59.7,Y,,,7/22/2013,Posted,15,0,0,VDOT,51.8,16.1,74,Secondary,84.9,2/5/2014
Lynchburg,Pittsylvania County,00849,RILEY FARM ROAD,6205,0013759,SOUTH PRONG SANDY RIVER,Culvert,1992,0,-1,N,N,N,6,100.0,Y,,,3/20/2012,-,,,,VDOT,28.9,40,79,Secondary,100,2/5/2014
Lynchburg,Pittsylvania County,00851,Sugartre Church Rd,6447,0013760,Sandy River,Bridge,1960,0,-1,6,6,6,N,84.8,Y,,,2/21/2012,-,,,,VDOT,190,26.9,498,Secondary,81.65,2/5/2014
Lynchburg,Pittsylvania County,00855,CASCADE MILL ROAD,6209,0013763,CASCADE CREEK,Culvert,1990,0,-1,N,N,N,7,99.0,Y,,,2/1/2012,-,,,,VDOT,43,49,44,Secondary,97.46,2/5/2014
Lynchburg,Pittsylvania County,00855,MARTIN ROAD,6210,0013764,SOUTH PRONG SANDY RIVER,Culvert,1987,0,-1,N,N,N,7,98.9,Y,,,3/20/2012,-,,,,VDOT,33.1,62,379,Secondary,97.86,2/5/2014
Lynchburg,Pittsylvania County,00861,BUFFALO ROAD,6413,0013769,MOUNTAIN RUN CREEK,Culvert,1989,0,-1,N,N,N,7,99.0,Y,,,2/1/2012,-,,,,VDOT,21,40,93,Secondary,100,2/5/2014
Lynchburg,Pittsylvania County,00863,BERRY HILL ROAD,6216,0013770,MCGUFF CREEK,Culvert,1979,0,-1,N,N,N,6,98.3,Y,,,2/1/2012,-,,,,VDOT,29.9,80,2225,Secondary,94.82,2/5/2014
Lynchburg,Pittsylvania County,00863,R&L SMITH ROAD,6444,0013772,STREAM,Culvert,1959,0,-1,N,N,N,6,96.6,N,,,12/5/2013,-,,,,VDOT,9.8,51,1523,Secondary,100,2/5/2014
Lynchburg,Pittsylvania County,00863,Route 863,6497,0013774,NS Railroad,Bridge,1968,0,-1,6,7,7,N,82.0,Y,,,7/10/2013,-,,,,VDOT,145,29.9,1523,Secondary,93.64,2/5/2014
